full_name,institution_name,institution_id,institution_type,email,contact_info
Lina Petronienė,Utenos rajono savivaldybė Leliūnų seniūnija,621,4,leliunai@utena.lt,"Liepų g.1, Leliūnų mstl. Utenos r. sav., LT- 28361"
Bronius Šliogeris,Utenos rajono savivaldybė Saldutiškio seniūnija,622,4,saldutiskis@utena.lt,"Laisvės a. 2 LT-28018 Saldutiškis, Utenos r."
Virgilijus Gaižauskas,Utenos rajono savivaldybė Sudeikių seniūnija,623,4,v.gaizauskas@utena.lt,"Aukštaičių g. 12 LT-28039 Sudeikių mstl., Utenos raj."
Alvydas Danauskas,Utenos rajono savivaldybė Tauragnų seniūnija,624,4,a.danauskas@utena.lt,"A. Musteikio g. 35 LT-28012 Tauragnai, Utenos raj."
Valentinas Vaitonis,Utenos rajono savivaldybė Utenos miesto seniūnija,625,4,v.vaitonis@utena.lt,"Utenio a. 4, LT-28503 Utena"
Algirdas Žukas,Utenos rajono savivaldybė Utenos seniūnija,626,4,a.zukas@utena.lt,Utenio a. 4 LT - 28503 Utena
Dainius Junevičius,Varėnos rajono savivaldybė Jakėnų seniūnija,627,4,jakenai@varena.lt,"Adresas Žilinai, Varėnos r., 65055"
Janina Pavilionienė,Varėnos rajono savivaldybė Kaniavos seniūnija,628,4,kaniava@varena.lt,"Adresas Panočiai., Varėnos r., 65243"
Vilius Petraška,Varėnos rajono savivaldybė Marcinkonių seniūnija,629,4,marcinkonys@varena.lt,"Marcinkonys, Varėnos r., Miškininkų g.1, 65303"
Antanas Soraka,Varėnos rajono savivaldybė Matuizų seniūnija,630,4,matuizos@varena.lt,"Matuizos, Varėnos r., Kalno g.8, 65470"
Gintautas Tebėra,Varėnos rajono savivaldybė Merkinės seniūnija,631,4,merkine@varena.lt,"Merkinė, Varėnos r., Gardino g.1, 65337"
Jonas Urbaitis,Varėnos rajono savivaldybė Valkininkų seniūnija,632,4,valkininkai@varena.lt,"Valkininkai, Varėnos r., Vilniaus g.15 65438"
Juozas Balevičius,Varėnos rajono savivaldybė Varėnos seniūnija,633,4,seniunija@varena.lt,"J. Basanavičiaus g.40, Varėna 65210"
Jadvyga Čeplikienė,Varėnos rajono savivaldybė Vydenių seniūnija,634,4,vydeniai@varena.lt,"Vydeniai, Varėnos r., 65230"
Petras Čirvinskas,Vilkaviškio rajono savivaldybė Bartninkų seniūnija,635,4,bartninkusen@vilkaviskis.lt,"Kodas 1886 25892,Bartninkų mstl., LT-70327, Vilkaviškio r."
Romas Kučiauskas,Vilkaviškio rajono savivaldybė Gižų seniūnija,636,4,gizusen@vilkaviskis.lt,"Kodas 1886 26460, Gižų k., LT-70314, Vilkaviškio r."
Ramutė Didvalienė,Vilkaviškio rajono savivaldybė Gražiškių seniūnija,637,4,graziskiusen@vilkaviskis.lt,"Kodas 1886 26841, Gražiškių mstl., LT-70029, Vilkaviškio r."
Gintautas Urbšys,Vilkaviškio rajono savivaldybė Keturvalakių seniūnija,638,4,keturvalakiusen@vilkaviskis.lt,"Kodas 1886 26318,Keturvalakių mstl., LT-70321, Vilkaviškio r."
Audrius Balbierius,Vilkaviškio rajono savivaldybė Kybartų seniūnija,639,4,kybartusen@vilkaviskis.lt,"Kodas 1886 26275,J.Basanavičiaus g. 54a, Kybartai, Vilkaviškio r."
Gema Skystimienė,Vilkaviškio rajono savivaldybė Klausučių seniūnija,640,4,klausuciusen@vilkaviskis.lt,"Kodas 1886 25935, Klausučių k., LT-70462, Vilkaviškio r."
Gediminas Bisikirskas,Vilkaviškio rajono savivaldybė Pajevonio seniūnija,641,4,pajevoniosen@vilkaviskis.lt,"Kodas 1886 26994,Pajevonio k., LT-70354, Vilkaviškio r."
Vytautas Judickas,Vilkaviškio rajono savivaldybė Pilviškių seniūnija,642,4,pilviskiusen@vilkaviskis.lt,"Kodas 2886 26080,Mokyklos g. 1, Pilviškių mstl., LT-70486, Vilkaviškio r."
Gintas Bakūnas,Vilkaviškio rajono savivaldybė Šeimenos seniūnija,643,4,seimenossen@vilkaviskis.lt,"Kodas 1886 26122,J.Basanavičiaus a. 7, LT-70101, Vilkaviškis"
Algis Kiseliūnas,Vilkaviškio rajono savivaldybė Vilkaviškio miesto seniūnija,644,4,vilkaviskiosen@vilkaviskis.lt,"Kodas 1886 27039,J.Basanavičiaus a. 7, LT-70101, Vilkaviškis"
Zitas Lasevičius,Vilkaviškio rajono savivaldybė Virbalio seniūnija,645,4,virbaliosen@vilkaviskis.lt,"Kodas 1886 26656, Vilniaus g. 13, LT-70386, Virbalis, Vilkaviškio r."
Bronislava Polita,Vilkaviškio rajono savivaldybė Vištyčio seniūnija,646,4,vistyciosen@vilkaviskis.lt,"Kodas 1886 27181, Taikos g. 1, Vištyčio mstl., LT-70346, Vilkaviškio r."
Nikolajus Gusevas,Zarasų rajono savivaldybė Zarasų miesto seniūnija,647,4,zarasu.m.sen@zarasai.lt,"Savanorių g. 2, Zarasai, LT-32109"
Valdas Utka,Zarasų rajono savivaldybė Zarasų seniūnija,648,4,zarasusen@zarasai.lt,"Savanorių g. 2, Zarasai, LT-32109"
Arvidas Saulius,Zarasų rajono savivaldybė Antalieptės seniūnija,649,4,antaliepte@zarasai.lt,"Antalieptės km., Zarasų r."
Algirdas Lekaveckas,Zarasų rajono savivaldybė Antazavės seniūnija,650,4,antazave@zarasai.lt,"Antazavės km., Zarasų r."
Jonas Šileikis,Zarasų rajono savivaldybė Degučių seniūnija,651,4,deguciai@zarasai.lt,"Zarasų g. 8, Degučių km., Zarasų r. LT-32232"
Saulius Kėblys,Zarasų rajono savivaldybė Dusetų seniūnija,652,4,dusetos@zarasai.lt,"Kazimiero Būgos g. 31A, Dusetos, Zarasų r."
Vygirdas Žalkauskas,Zarasų rajono savivaldybė Imbrado seniūnija,653,4,imbradas@zarasai.lt,"Imbrado km., Zarasų sav., Zarasų r."
Renius Kisielius,Zarasų rajono savivaldybė Salako seniūnija,654,4,salakas@zarasai.lt,"Laisvoji aikštė 1, Salakas, Zarasų r."
Gintautas Altanas,Zarasų rajono savivaldybė Suvieko seniūnija,655,4,suviekas@zarasai.lt,"Suviekų paštas, Suviekų km., LT-32271, Zarasų r."
Stanislovas Stankevičius,Zarasų rajono savivaldybė Turmanto seniūnija,656,4,turmantas@zarasai.lt,"Zarasų g. 38, Turmantas, LT-32205, Zarasų r."
Michail Bortkevič,Vilniaus rajono savivaldybė Avižienių seniūnija,657,4,avizieniuseniunija@vilniaus-r.lt,"Sudervės g. 9, Avižienių k., LT-14013 Vilniaus r."
Michal Jančevski,Vilniaus rajono savivaldybė Bezdonių seniūnija,658,4,bezdoniuseniunija@vilniaus-r.lt,"Statybininkų g. 9, Bezdonių mstl., LT-15202 Vilniaus r."
Marjan Narunec,Vilniaus rajono savivaldybė Buivydžių seniūnija,659,4,buivydziuseniunija@vilniaus-r.lt,"Buivydžių k., LT-15036 Vilniaus r."
Vaclava Baniukevič,Vilniaus rajono savivaldybė Dūkštų seniūnija,660,4,dukstuseniunija@vilniaus-r.lt,"Pijorų g. 1, Dūkštų k., LT-14222 Vilniaus r."
Tadeuš Aškelianec,Vilniaus rajono savivaldybė Juodšilių seniūnija,661,4,juodsiliuseniunija@vilniaus-r.lt,"Mokyklos g. 9, Juodšilių k., LT-14001 Vilniaus r."
Kristina Gerasimovič,Vilniaus rajono savivaldybė Kalvelių seniūnija,662,4,kalveliuseniunija@vilniaus-r.lt,"Bažnyčios g. 7a, Kalvelių k., LT-13149 Vilniaus r."
Jan Krasovskij,Vilniaus rajono savivaldybė Lavoriškių seniūnija,663,4,lavoriskiuseniunija@vilniaus-r.lt,"Liepos g. 6, Lavoriškių k., LT-15232 Vilniaus r."
Stefan Orševski,Vilniaus rajono savivaldybė Maišiagalos seniūnija,664,4,maisiagalosseniunija@vilniaus-r.lt,"Kiemelių g. 11, Maišiagalos mstl., LT-14025 Vilniaus r."
Andrej Žabelovič,Vilniaus rajono savivaldybė Marijampolio seniūnija,665,4,marijampolioseniunija@vilniaus-r.lt,"Liepų g. 24, Marijampolio k., LT-13210 Vilniaus r."
Stanislav Boroško,Vilniaus rajono savivaldybė Medininkų seniūnija,666,4,medininkuseniunija@vilniaus-r.lt,"Medaus g. 12, Medininkų k., LT-13192 Vilniaus r."
Renata Mickevič,Vilniaus rajono savivaldybė Mickūnų seniūnija,667,4,mickunuseniunija@vilniaus-r.lt,"Mickūnų g. 3, Mickūnų mstl., LT-13115 Vilniaus r."
Eduard Puncevič,Vilniaus rajono savivaldybė Nemenčinės seniūnija,668,4,nemencinesseniunija@vilniaus-r.lt,"Nemenčinės s., Nemenčinė Kranto g. 24 LT-15177 Vilniaus r."
Vlodzimiež Sipovič,Vilniaus rajono savivaldybė Nemėžio seniūnija,669,4,nemezioseniunija@vilniaus-r.lt,"V. Sirokomlės g. 8, Nemėžio k., LT-13260 Vilniaus r."
Henrik Gerulskij,Vilniaus rajono savivaldybė Paberžės seniūnija,670,4,paberzesseniunija@vilniaus-r.lt,"Vilniaus g. 29, Paberžės k., LT-14031 Vilniaus r."
Marija Matiulevič,Vilniaus rajono savivaldybė Pagirių seniūnija,671,4,pagiriuseniunija@vilniaus-r.lt,"Šiltnamių g. 10-K2, Pagirių k., LT-14114 Vilniaus r."
Ana Kotvicka,Vilniaus rajono savivaldybė Riešės seniūnija,672,4,riesesseniunija@vilniaus-r.lt,"Molėtų g. 16, Didžiosios Riešės k., LT-14260 Vilniaus r."
Tadeuš Kulakovski,Vilniaus rajono savivaldybė Rudaminos seniūnija,673,4,rudaminosseniunija@vilniaus-r.lt,"Statybos g. 8, Rudaminos k., LT-13248 Vilniaus r."
Leonarda Sapkevič,Vilniaus rajono savivaldybė Rukainių seniūnija,674,4,rukainiuseniunija@vilniaus-r.lt,"Mokytojų g. 7, Rukainių k., LT-13177 Vilniaus r."
Česlava Stupenko,Vilniaus rajono savivaldybė Sudervės seniūnija,675,4,sudervesseniunija@gmail.com,"Vilniaus g. 25, Sudervės k., LT-14201 Vilniaus r."
Mečislav Černiavskij,Vilniaus rajono savivaldybė Sužionių seniūnija,676,4,suzioniuseniunija@vilniaus-r.lt,"Kalvinės g. 1, Sužionių k., LT-15112 Vilniaus r."
Veslav Starikovič,Vilniaus rajono savivaldybė Šatrininkų seniūnija,677,4,satrininkuseniunija@vilniaus-r.lt,"Vėliučionių pšt., LT-13132 Vilniaus r."
Česlava Apolevič,Vilniaus rajono savivaldybė Zujūnų seniūnija,678,4,zujunuseniunija@vilniaus-r.lt,"Buivydiškių g. 3, Zujūnų k., LT-14010 Vilniaus r."
Mečislav Borusevič,Vilniaus rajono savivaldybė Nemenčinės miesto seniūnija,679,4,miesto.seniunija@post.5ci.lt,"Švenčionių g. 11, Nemenčinės m., LT-15019 Vilniaus r."
Jonas Juozapaitis,Tauragės rajono savivaldybė Batakių seniūnija,680,4,batakiu.seniunija@is.lt,"Ateities g. 18 Batakiai, Tauragės r. sav."
Vidmantas Skirius,Tauragės rajono savivaldybė Gaurės seniūnija,681,4,gaure@taurage.lt,"Gaurės g. 17, Gaurės km., Tauragės r."
Jonas Gedminas,Tauragės rajono savivaldybė Lauksargių seniūnija,682,4,lauksargiai@taurage.lt,"Beržų g. 1, Lauksargių km., Lauksargių sen., LT-73204 Tauragės r."
Jonas Samoška,Tauragės rajono savivaldybė Mažonų seniūnija,683,4,mazonai@taurage.lt,"Tujų g. 13, Mažonų km., Mažonų sen., Tauragės raj."
Virginijus Būdvytis,Tauragės rajono savivaldybė Skaudvilės seniūnija,684,4,skaudvile@taurage.lt,"Upynos g. 3, Skaudvilė, Tauragės raj."
Virginijus Žilius,Tauragės rajono savivaldybė Tauragės miesto seniūnija,685,4,seniunas@taurage.lt,"V. Kudirkos g. 9, LT-72258 Tauragė."
Danguolė Jatautienė,Tauragės rajono savivaldybė Tauragės seniūnija,686,4,tauragesks@taurage.lt,"Prezidento g. 7, Tauragė"
Vytautas Juška,Tauragės rajono savivaldybė Žygaičių seniūnija,687,4,zygaiciai@taurage.lt,"Žygaičių g. 27, Žygaičių km., Žygaičių sen., Tauragės r."
Sandbox ParašykJiems,test test,688,4,parasykjiemstest@gmail.com,
Vitalijus Lasauskas,Šilalės rajono savivaldybė Bijotų seniūnija Bijotų,689,5,,"Cipkiškių k., Bijotų sen."
Antanas Meištininkas,Šilalės rajono savivaldybė Bijotų seniūnija Girdiškės,690,5,,"Girdiškės k., Bijotų sen."
Sigitas Zubrickas,Šilalės rajono savivaldybė Bijotų seniūnija Košių,691,5,,"Antininkų k., Bijotų sen."
Virginija Adomavičienė,Šilalės rajono savivaldybė Bijotų seniūnija Tūjainių,692,5,,"Tūjainių k., Bijotų sen."
Levickis Zenonas,Šilalės rajono savivaldybė Bilionių seniūnija Bilionių,693,5,,Bilionių km. Bilionių sen. Laukuvos paštas Šilalės r. sav. 75403
Raimonda Macienė,Šilalės rajono savivaldybė Bilionių seniūnija Gulbių,694,5,,Gulbių km. Bilionių sen. Laukuvos paštas Šilalės r. sav. 75403
Rūta Ramanauskienė,Šilalės rajono savivaldybė Bilionių seniūnija Plunksnių,695,5,,Plunksnių km. Bilionių sen. Laukuvos paštas Šilalės r. sav 75403
Stasė Gedvilienė,Šilalės rajono savivaldybė Didkiemio seniūnija Didkiemio,696,5,staseged@gmail.com,Didkiemio k. Šilalės r.
Vida Jakštienė,Šilalės rajono savivaldybė Didkiemio seniūnija Laumenų,697,5,vidajaktiene@gmail.com,Vartulėnų k. Šilalės r.
Antanas Bartašius,Šilalės rajono savivaldybė Kaltinėnų seniūnija Gineikių,698,5,,"Akmenos g. 2, Gineikių k., Kaltinėnų sen., LT-75445 Šilalės r."
Andrius Eitutis,Šilalės rajono savivaldybė Kaltinėnų seniūnija Iždonų,699,5,,"Kaušų k., Kaltinėnų sen., LT-75447 Šilalės r."
Modestas Čėsna,Šilalės rajono savivaldybė Kaltinėnų seniūnija Kaltinėnų,700,5,,"Kalno g. 4, Kaltinėnų mstl., Kaltinėnų sen., LT-75451 Šilalės r."
Kristina Gajauskienė,Šilalės rajono savivaldybė Kaltinėnų seniūnija Radiškės,701,5,,"Putvinskių k., Kaltinėnų sen., LT 75442 Šilalės r."
Birutė Paliakaitė,Šilalės rajono savivaldybė Kvėdarnos seniūnija Genioto,702,5,,Kvėdarnos k.
Vytautas Vaitkevičius,Šilalės rajono savivaldybė Kvėdarnos seniūnija Grimzdų,703,5,,Grimzdų k.
Vytautas Jucius,Šilalės rajono savivaldybė Kvėdarnos seniūnija Gedimino,704,5,,Kvėdarnos mstl. Taikos g. 30
Kazimieras Paliakas,Šilalės rajono savivaldybė Kvėdarnos seniūnija Piliakalnio,705,5,,"Kvėdarnos mstl., P.Kavaliausko g.13"
Rima Petrošienė,Šilalės rajono savivaldybė Kvėdarnos seniūnija Saulėtekio,706,5,,"Saulėtekio g. 18, Kvėdarnos mstl., Šilalės r. sav."
Rimas Rimgaila,Šilalės rajono savivaldybė Kvėdarnos seniūnija Jūros,707,5,,Kvėdarnos mstl. K.Jauniaus g.5c-18
Zita Bružienė,Šilalės rajono savivaldybė Kvėdarnos seniūnija Pajūralio Upynės,708,5,,Pajūralio k.
Violeta Maslauskienė,Šilalės rajono savivaldybė Kvėdarnos seniūnija Pajūralio Kadagynų,709,5,,Kadagynų k.
Jurgis Skarulskis,Šilalės rajono savivaldybė Kvėdarnos seniūnija Sauslaukio,710,5,,"Sauslaukio k., Pajūralio p-tas, Šilalės r. sav."
Ignacas Gailevičius,Šilalės rajono savivaldybė Laukuvos seniūnija Juodainių,711,5,,Apvaršuvos k.
Rimantas Rimkus,Šilalės rajono savivaldybė Laukuvos seniūnija Laukuvos,712,5,,Kantautalių k.
Alfonsas Urbonas,Šilalės rajono savivaldybė Laukuvos seniūnija Požerės,713,5,,Požerės k.
Romualdas Bukauskas,Šilalės rajono savivaldybė Laukuvos seniūnija Stročių,714,5,,Ruskių k.
Jolanta Šimkienė,Šilalės rajono savivaldybė Laukuvos seniūnija Šiauduvos,715,5,,Šiauduvos k.
Rasa Petrikienė,Šilalės rajono savivaldybė Laukuvos seniūnija Treigių,716,5,,Kaštaunalių k.
Ričardas Juškevičius,Šilalės rajono savivaldybė Palentinio seniūnija Beržės,717,5,,"Šilalės raj., Palentinio sen., Beržės k"
Rasa Kairienė,Šilalės rajono savivaldybė Palentinio seniūnija Palentinio,718,5,,"Šilalės raj., Palentinio sen., Palentinio k."
Dalia Laurinavičienė,Šilalės rajono savivaldybė Palentinio seniūnija Severėnų,719,5,,"Šilalės raj., Palentinio sen., Varsnelių k."
Alius Budvytis,Šilalės rajono savivaldybė Pajūrio seniūnija Jomantų,720,5,alius.budvytis@gmail.com,"Kusių k., Pajūrio sen."
Dana Dainauskienė,Šilalės rajono savivaldybė Pajūrio seniūnija Pajūrio,721,5,,"Dariaus ir Girėno g. 34-5, Pajūrio mstl."
Diana Rupšienė,Šilalės rajono savivaldybė Pajūrio seniūnija Visdžiaugų,722,5,mokytojadiana@gmaul.com,"Palaikio k., Pajūrio sen."
Kristina Petrošienė,Šilalės rajono savivaldybė Pajūrio seniūnija Žvingių,723,5,,
Romas Racius,Šilalės rajono savivaldybė Šilalės kaimiškoji seniūnija Balsių-Šilų,724,5,,"Balsių k., Šilalės r."
Rima Tenikaitienė,Šilalės rajono savivaldybė Šilalės kaimiškoji seniūnija Biržų Lauko,725,5,,"Biržų Lauko k., Šilalės r."
Audronė Jonušauskienė,Šilalės rajono savivaldybė Šilalės kaimiškoji seniūnija Bytlaukio,726,5,,"Bytlaukio k., Šilalės r."
Genadijus Zbarauskas,Šilalės rajono savivaldybė Šilalės kaimiškoji seniūnija Burkėnų,727,5,,"Burkėnų k., Šilalės r."
Virginijus Kvederys,Šilalės rajono savivaldybė Šilalės kaimiškoji seniūnija Jucaičių,728,5,,"Jucaičių k., Šilalės r."
Arūnas Zibartas,Šilalės rajono savivaldybė Šilalės kaimiškoji seniūnija Tūbinių,729,5,,"Tūbinių k., Šilalės r."
Arūnas Zibartas,Šilalės rajono savivaldybė Šilalės kaimiškoji seniūnija Vingninkų,730,5,,"Tūbinių k., Šilalės r."
Sigitas Juškūnas,Šilalės rajono savivaldybė Šilalės miesto seniūnija Karšuvos,731,5,uabnefertare@hotmail.com,"J. Basanavičiaus g. 9, Šilalė"
Henrikas Girčys,Šilalės rajono savivaldybė Šilalės miesto seniūnija Šarūno,732,5,,"Šarūno g. 3, Šilalė"
Jonas Linkevičius,Šilalės rajono savivaldybė Šilalės miesto seniūnija Draugystės,733,5,,"Draugystės g. 30, Šilalė"
Stanislovas Rimutis,Šilalės rajono savivaldybė Šilalės miesto seniūnija Pušyno,734,5,sr@dirze.lt,"Svirno g. 5, Šilalė"
Alvydas Lileikis,Šilalės rajono savivaldybė Tenenių seniūnija Kalniškių,735,5,alvydas.l@zebra.lt,Kalniškių II k.
Algimantas Grikšas,Šilalės rajono savivaldybė Tenenių seniūnija Pakalniškių,736,5,,Adomavo k.
Vytautas Andrėkus,Šilalės rajono savivaldybė Tenenių seniūnija Tenenių,737,5,vytaoto@gmail.com,Tenenių mstl.
Antanas Palekas,Šilalės rajono savivaldybė Traksėdžio seniūnija Drobūkščių,738,5,,
Vidas Žymančius,Šilalės rajono savivaldybė Traksėdžio seniūnija Lingiškės,739,5,vds_z@yahoo.com,
Rozvita Beržinienė,Šilalės rajono savivaldybė Traksėdžio seniūnija Nevočių,740,5,,
Regina Audinytė,Šilalės rajono savivaldybė Traksėdžio seniūnija Traksėdžio,741,5,silkaim.pav@silale.lt,
Lina Komskienė,Šilalės rajono savivaldybė Upynos seniūnija Lingių,742,5,kausai@one.lt,"Dvyliškės II k., Upynos sen., Šilalės r."
Vaclovas Trijonaitis,Šilalės rajono savivaldybė Upynos seniūnija Naujojo Obelyno,743,5,trijo3@gmail.com,"N. Obelyno k., Upynos sen., Šilalės r."
Gintaras Petraška,Šilalės rajono savivaldybė Upynos seniūnija Paakmenio,744,5,petraskiene98@gmail.com,"Paakmenio k., Upynos sen., Šilalės r."
Nijolė Legačinskienė,Šilalės rajono savivaldybė Upynos seniūnija Paežerio,745,5,,"Paežerio k., Upynos sen., Šilalės r."
Vytautas Bambalas,Šilalės rajono savivaldybė Upynos seniūnija Upynos,746,5,vytautas bambalas@gmail.com,"Nepriklausomybės g. 1, Upynos mstl., Šilalės r."
Kęstutis Ačas,Šilalės rajono savivaldybė Upynos seniūnija Varsėdžių,747,5,zus.spec@silale.lt,"Varsėdžių k., Upynos sen., Šilalės r."
Lina Gudeliūnienė,Šilalės rajono savivaldybė Upynos seniūnija Vytogalos,748,5,linagudel@yahoo.com,"Vytogalos k., Upynos sen., Šilalės r."
Alvydas Žiogas,Šilalės rajono savivaldybė Žadeikių seniūnija Padvarininkų,749,5,,
Alvydas Žiogas,Šilalės rajono savivaldybė Žadeikių seniūnija Palokysčio,750,5,,
Rimvydas Girčys,Šilalės rajono savivaldybė Žadeikių seniūnija Prapymo,751,5,rimvydasgircys@gmail.com,
Bronislovas Aleksandravičius,Šilalės rajono savivaldybė Žadeikių seniūnija Žadeikių,752,5,direktorius@zadeikiai.silale.lm.lt,
Dainius Šadauskis,Raseinių rajono savivaldybė Ariogalos miesto seniūnija Verdėlupio,753,5,,
Gediminas Pocius,Raseinių rajono savivaldybė Ariogalos miesto seniūnija Melioratorių,754,5,,
Vytautas Juškevičius,Raseinių rajono savivaldybė Ariogalos miesto seniūnija Pramonės,755,5,,
Alma Judeckienė,Raseinių rajono savivaldybė Ariogalos miesto seniūnija Šiaurinė,756,5,,
Anatolijus Misevičius,Raseinių rajono savivaldybė Ariogalos miesto seniūnija Dubysos,757,5,,
Pranas Stankus,Raseinių rajono savivaldybė Ariogalos miesto seniūnija Mokyklos,758,5,,
Gintaras Atkočiūnas,Raseinių rajono savivaldybė Ariogalos miesto seniūnija Butkiškės,759,5,,
Irena Dobrovolskienė,Raseinių rajono savivaldybė Ariogalos miesto seniūnija Kilupių,760,5,,
Diana Kaupaitienė,Raseinių rajono savivaldybė Ariogalos miesto seniūnija Didžiulių,761,5,,
Sigitas Džiaugys,Raseinių rajono savivaldybė Ariogalos miesto seniūnija Gėluvos,762,5,,
Saulius Kringelis,Raseinių rajono savivaldybė Ariogalos miesto seniūnija Grajauskų,763,5,,
Romanas Daujotas,Raseinių rajono savivaldybė Ariogalos miesto seniūnija Milašaičių,764,5,,
Kazys Čepas,Raseinių rajono savivaldybė Ariogalos miesto seniūnija Paliepių,765,5,,
Ona Čepkauskienė,Raseinių rajono savivaldybė Ariogalos miesto seniūnija Plikių,766,5,,
Vytas Zaksas,Raseinių rajono savivaldybė Ariogalos miesto seniūnija Verėduvos,767,5,,
Rolandas Aksamitauskas,Raseinių rajono savivaldybė Betygalos seniūnija Betygalos,768,5,aksamitauskas@inbox.lt,
Ginta Balsienė,Raseinių rajono savivaldybė Betygalos seniūnija Berteškių,769,5,ginta.balsiene@gmail.com,
Juozas Rokaitis,Raseinių rajono savivaldybė Betygalos seniūnija Požečių,770,5,,
Audronė Stankevičienė,Raseinių rajono savivaldybė Betygalos seniūnija Agelaičių,771,5,audre.st@info.lt,
Gražina Kringelienė,Raseinių rajono savivaldybė Betygalos seniūnija Ilgižių,772,5,,
Gitana Lušienė,Raseinių rajono savivaldybė Betygalos seniūnija Saugailių,773,5,gitanalu@gmail.com,
Eugenijus Sorius,Raseinių rajono savivaldybė Betygalos seniūnija Žibulių,774,5,,
Janina Aleksandrovienė,Raseinių rajono savivaldybė Girkalnio seniūnija Girkalnio,775,5,jajanina22@gmail.com,
Vilma Rakauskienė,Raseinių rajono savivaldybė Girkalnio seniūnija Biliūnų,776,5,rackauskiene.vilma@gmail.com,
Klemensas Šaulys,Raseinių rajono savivaldybė Girkalnio seniūnija Dvareliškių,777,5,klemensasaulys575@gmail.com,
Lina Jašauskienė,Raseinių rajono savivaldybė Girkalnio seniūnija Pramedžiavos,778,5,pramedziavosbendruomene@gmail.com,
